"Time","State","Local","Remote","OwningPid","ProcessName"
"2026-04-05T23:45:15.7501561+08:00","Established","127.0.0.1:2651","127.0.0.1:13688","15116","OSDTpDetect"
"2026-04-05T23:45:15.0166380+08:00","Listen","::1:1567",":::0","15828","AndrowsDlSvr"
"2026-04-05T23:45:15.0166380+08:00","Established","::1:1567","::1:6209","15828","AndrowsDlSvr"
"2026-04-05T23:45:15.7814072+08:00","Listen","127.0.0.1:1567","0.0.0.0:0","15828","AndrowsDlSvr"
"2026-04-05T23:45:15.0166380+08:00","Established","::1:6209","::1:1567","16212","CefRendererProcess"
"2026-04-05T23:45:15.5624495+08:00","Established","127.0.0.1:10367","127.0.0.1:10368","16224","Tomcat9"
"2026-04-05T23:45:15.5468251+08:00","Established","127.0.0.1:10368","127.0.0.1:10367","16224","Tomcat9"
"2026-04-05T23:45:15.7032813+08:00","Listen","127.0.0.1:8005","0.0.0.0:0","16224","Tomcat9"
"2026-04-05T23:45:15.0748072+08:00","Listen","127.0.0.1:49350","0.0.0.0:0","20444","esrv_svc"
"2026-04-05T23:45:15.0608356+08:00","CloseWait","127.0.0.1:49350","127.0.0.1:9698","20444","esrv_svc"
"2026-04-05T23:45:15.0698073+08:00","CloseWait","127.0.0.1:49350","127.0.0.1:9699","20444","esrv_svc"
"2026-04-05T23:45:15.0658077+08:00","CloseWait","127.0.0.1:49350","127.0.0.1:9700","20444","esrv_svc"
"2026-04-05T23:45:15.5780739+08:00","FinWait2","127.0.0.1:9698","127.0.0.1:49350","20444","esrv_svc"
"2026-04-05T23:45:15.5780739+08:00","FinWait2","127.0.0.1:9699","127.0.0.1:49350","20444","esrv_svc"
"2026-04-05T23:45:15.5780739+08:00","FinWait2","127.0.0.1:9700","127.0.0.1:49350","20444","esrv_svc"
"2026-04-05T23:45:15.0322621+08:00","Bound","127.0.0.1:9673","0.0.0.0:0","22968","GamingCenter3_Cross"
"2026-04-05T23:45:15.6407932+08:00","Established","127.0.0.1:9673","127.0.0.1:13688","22968","GamingCenter3_Cross"
"2026-04-05T23:45:15.0447674+08:00","Bound","0.0.0.0:8492","0.0.0.0:0","23508","SystrayComponent"
"2026-04-05T23:45:15.6876561+08:00","Established","127.0.0.1:8492","127.0.0.1:13688","23508","SystrayComponent"
